Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.01  0.01 -100000000.00 
   1  0.01  0.01  0.01 
   2  0.01  0.01  0.01 
   3  0.02  0.01  0.01 
   4  0.02  0.01  0.02 
   5  0.02  0.01  0.02 
   6  0.02  0.02  0.02 
   7  0.01  0.04  0.02 
   8  0.05  0.05  0.02 
   9  0.02  0.05  0.05 
  10  0.08  0.04  0.05 
  11  0.04  0.04  0.08 
  12  0.03  0.04  0.08 
  13  0.03  0.07  0.08 
  14  0.24  0.06  0.08 
  15  0.02  0.06  0.24 
  16  0.05  0.22  0.24 
  17  0.04  0.14  0.24 
  18  0.15  0.14  0.24 
  19  0.07  0.17  0.24 
  20  0.07  0.18  0.24 
  21  0.04  0.28  0.24 
  22  0.27  0.44  0.24 
  23  0.05  0.36  0.27 
  24  0.30  0.31  0.27 
  25  0.03  0.27  0.30 
  26  0.08  0.33  0.30 
  27  0.04  0.25  0.30 
  28  0.07  0.34  0.30 
  29  0.24  0.35  0.30 
  30  0.22  0.40  0.30 
  31  0.04  0.48  0.30 
  32  0.11  0.42  0.30 
  33  0.35  0.59  0.30 
  34  0.10  0.54  0.35 
  35  0.18  0.52  0.35 
  36  0.09  0.55  0.35 
  37  0.06  0.35  0.35 
  38  0.23  0.28  0.35 
  39  0.13  0.30  0.35 
  40  0.20  0.32  0.35 
  41  0.14  0.20  0.35 
  42  0.20  0.26  0.35 
  43  0.45  0.16  0.35 
  44  0.35  0.14  0.45 
  45  0.19  0.09  0.45 
  46  0.29  0.09  0.45 
  47  0.36  0.06  0.45 
  48  0.27  0.10  0.45 
  49  0.31  0.12  0.45 
  50  0.15  0.12  0.45 
  51  0.38  0.31  0.45 
  52  0.34  0.21  0.45 
  53  0.28  0.17  0.45 
  54  0.68  0.16  0.45 
  55  0.19  0.20  0.68 
  56  0.12  0.29  0.68 
  57  0.42  0.32  0.68 
  58  0.24  0.38  0.68 
  59  0.40  0.65  0.68 
  60  0.09  0.65  0.68 
  61  0.77  0.65  0.68 
  62  0.50  0.82  0.77 
  63  0.34  0.88  0.77 
  64  0.34  0.79  0.77 
  65  0.53  0.68  0.77 
  66  0.40  0.53  0.77 
  67  0.57  0.54  0.77 
  68  0.46  0.61  0.77 
  69  0.64  0.66  0.77 
  70  0.45  0.73  0.77 
  71  0.36  1.62  0.77 
  72  1.67  2.58  0.77 
  73  0.60  0.27  1.67 
  74  0.60  0.35  1.67 
  75  0.69  0.23  1.67 
  76  0.86  0.39  1.67 
  77  0.50  0.19  1.67 
  78  0.58  0.14  1.67 
  79  1.05  0.26  1.67 
  80  1.08  0.58  1.67 
  81  1.26  0.71  1.67 
  82  0.52  0.75  1.67 
  83  0.67  0.30  1.67 
  84  0.66  0.24  1.67 
  85  1.08  0.43  1.67 
  86  0.75  0.34  1.67 
  87  0.83  0.24  1.67 
  88  0.88  0.21  1.67 
  89  0.63  0.18  1.67 
  90  0.70  0.50  1.67 
  91  0.33  0.54  1.67 
  92  0.45  0.44  1.67 
  93  0.74  0.55  1.67 
  94  1.19  0.57  1.67 
  95  0.81  0.36  1.67 
